datetime,PredWeldNumber,ActualWeldNumber,PredictionStart,WeldStart
2022-11-25 04:49:01.094,1587,1588,1,1
2022-11-25 04:49:01.195,1587,1588,0,0
2022-11-25 04:50:27.942,1588,1589,1,1
2022-11-25 04:50:28.043,1588,1589,0,0
2022-11-25 04:52:05.852,1589,1590,1,1
2022-11-25 04:52:05.952,1589,1590,0,0
2022-11-25 04:53:40.604,1590,1591,1,1
2022-11-25 04:53:40.704,1590,1591,0,0
2022-11-25 04:55:20.396,1591,1592,1,1
2022-11-25 04:55:20.496,1591,1592,0,0
2022-11-25 04:56:58.252,1592,1593,1,1
2022-11-25 04:56:58.390,1592,1593,0,0
2022-11-25 04:59:57.240,1593,1594,1,1
2022-11-25 04:59:57.356,1593,1594,0,0
2022-11-25 05:01:23.928,1594,1595,1,1
2022-11-25 05:01:24.050,1594,1595,0,0
2022-11-25 05:02:57.190,1595,1596,1,1
2022-11-25 05:02:57.306,1595,1596,0,0
2022-11-25 05:04:40.183,1596,1597,1,1
2022-11-25 05:04:40.268,1596,1597,0,0
2022-11-25 05:05:57.887,1597,1598,1,1
2022-11-25 05:05:57.987,1597,1598,0,0
2022-11-25 05:08:40.391,1598,1599,1,1
2022-11-25 05:08:40.491,1598,1599,0,0
2022-11-26 01:50:21.577,1599,1600,1,1
2022-11-26 01:50:21.678,1599,1600,0,0
2022-11-26 01:55:07.862,1600,1601,1,1
2022-11-26 01:55:07.985,1600,1601,0,0
2022-11-26 01:56:57.940,1601,1602,1,1
2022-11-26 01:56:58.063,1601,1602,0,0
2022-11-26 01:59:05.874,1602,1603,1,1
2022-11-26 01:59:05.975,1602,1603,0,0
2022-11-26 02:00:53.704,1603,1604,1,1
2022-11-26 02:00:53.820,1603,1604,0,0
2022-11-26 10:37:08.582,1604,1605,1,1
2022-11-26 10:37:08.704,1604,1605,0,0
2022-11-26 10:38:45.982,1605,1606,1,1
2022-11-26 10:38:46.082,1605,1606,0,0
2022-11-26 10:40:14.404,1606,1607,1,1
2022-11-26 10:40:14.504,1606,1607,0,0
2022-11-26 10:41:38.749,1607,1608,1,1
2022-11-26 10:41:38.833,1607,1608,0,0
2022-11-26 10:43:29.884,1608,1609,1,1
2022-11-26 10:43:30.007,1608,1609,0,0
2022-11-26 10:45:07.905,1609,1610,1,1
2022-11-26 10:45:08.005,1609,1610,0,0
2022-11-26 10:46:53.401,1610,1611,1,1
2022-11-26 10:46:53.502,1610,1611,0,0
2022-11-26 10:48:41.176,1611,1612,1,1
2022-11-26 10:48:41.276,1611,1612,0,0
2022-11-26 10:50:13.644,1612,1613,1,1
2022-11-26 10:50:13.760,1612,1613,0,0
2022-11-26 10:52:27.008,1613,1614,1,1
2022-11-26 10:52:27.124,1613,1614,0,0
2022-11-26 10:55:27.196,1614,1615,1,1
2022-11-26 10:55:27.297,1614,1615,0,0
2022-11-26 10:57:28.505,1615,1616,1,1
2022-11-26 10:57:28.605,1615,1616,0,0
2022-11-26 10:59:23.981,1616,1617,1,1
2022-11-26 10:59:24.097,1616,1617,0,0
2022-11-26 11:01:12.393,1617,1618,1,1
2022-11-26 11:01:12.547,1617,1618,0,0
2022-11-26 11:02:45.234,1618,1619,1,1
2022-11-26 11:02:45.350,1618,1619,0,0
2022-11-26 11:04:21.088,1619,1620,1,1
2022-11-26 11:04:21.204,1619,1620,0,0
2022-11-26 11:06:00.964,1620,1621,1,1
2022-11-26 11:06:01.064,1620,1621,0,0
2022-11-26 11:07:47.226,1621,1622,1,1
2022-11-26 11:07:47.357,1621,1622,0,0
2022-11-26 11:09:35.879,1622,1623,1,1
2022-11-26 11:09:35.995,1622,1623,0,0
2022-11-26 11:12:07.729,1623,1624,1,1
2022-11-26 11:12:07.860,1623,1624,0,0
2022-11-26 11:28:44.593,1624,1625,1,1
2022-11-26 11:28:44.693,1624,1625,0,0
2022-11-26 11:30:09.805,1625,1626,1,1
2022-11-26 11:30:09.936,1625,1626,0,0
2022-11-26 11:31:47.601,1626,1627,1,1
2022-11-26 11:31:47.701,1626,1627,0,0
2022-11-26 11:33:27.266,1627,1628,1,1
2022-11-26 11:33:27.366,1627,1628,0,0
2022-11-26 11:34:48.270,1628,1629,1,1
2022-11-26 11:34:48.370,1628,1629,0,0
2022-11-26 11:36:54.264,1629,1630,1,1
2022-11-26 11:36:54.380,1629,1630,0,0
2022-11-26 11:38:24.820,1630,1631,1,1
2022-11-26 11:38:24.936,1630,1631,0,0
2022-11-26 11:40:02.782,1631,1632,1,1
2022-11-26 11:40:02.882,1631,1632,0,0
2022-11-26 11:41:33.580,1632,1633,1,1
2022-11-26 11:41:33.658,1632,1633,0,0
2022-11-26 11:43:03.392,1633,1634,1,1
2022-11-26 11:43:03.508,1633,1634,0,0
2022-11-26 11:44:43.666,1634,1635,1,1
2022-11-26 11:44:43.798,1634,1635,0,0
2022-11-26 11:46:31.966,1635,1636,1,1
2022-11-26 11:46:32.066,1635,1636,0,0
2022-11-26 11:48:55.003,1636,1637,1,1
2022-11-26 11:48:55.081,1636,1637,0,0
2022-11-26 11:50:19.283,1637,1638,1,1
2022-11-26 11:50:19.399,1637,1638,0,0
2022-11-26 11:51:57.815,1638,1639,1,1
2022-11-26 11:51:57.931,1638,1639,0,0
2022-11-26 11:53:46.988,1639,1640,1,1
2022-11-26 11:53:47.104,1639,1640,0,0
2022-11-26 11:55:28.390,1640,1641,1,1
2022-11-26 11:55:28.490,1640,1641,0,0
2022-11-26 11:57:23.348,1641,1642,1,1
2022-11-26 11:57:23.464,1641,1642,0,0
2022-11-26 11:59:57.180,1642,1643,1,1
2022-11-26 11:59:57.280,1642,1643,0,0
2022-11-26 12:01:32.063,1643,1644,1,1
2022-11-26 12:01:32.195,1643,1644,0,0
2022-11-27 01:01:05.001,1644,1645,1,1
2022-11-27 01:01:05.101,1644,1645,0,0
2022-11-27 01:03:01.511,1645,1646,1,1
2022-11-27 01:03:01.627,1645,1646,0,0
2022-11-27 01:04:32.319,1646,1647,1,1
2022-11-27 01:04:32.434,1646,1647,0,0
2022-11-27 01:05:31.913,1647,1648,1,1
2022-11-27 01:05:32.029,1647,1648,0,0
2022-11-27 03:46:58.983,1648,1649,1,1
2022-11-27 03:46:59.083,1648,1649,0,0
2022-11-27 03:48:29.908,1649,1650,1,1
2022-11-27 03:48:30.024,1649,1650,0,0
2022-11-27 03:49:51.925,1650,1651,1,1
2022-11-27 03:49:52.041,1650,1651,0,0
2022-11-27 03:51:12.939,1651,1652,1,1
2022-11-27 03:51:12.986,1651,1652,0,0
2022-11-27 03:52:18.375,1652,1653,1,1
2022-11-27 03:52:18.475,1652,1653,0,0
2022-11-27 03:53:30.117,1653,1654,1,1
2022-11-27 03:53:30.233,1653,1654,0,0
2022-11-27 03:54:34.503,1654,1655,1,1
2022-11-27 03:54:34.618,1654,1655,0,0
2022-11-27 03:55:41.971,1655,1656,1,1
2022-11-27 03:55:42.087,1655,1656,0,0
2022-11-27 03:56:48.218,1656,1657,1,1
2022-11-27 03:56:48.319,1656,1657,0,0
2022-11-27 03:58:37.192,1657,1658,1,1
2022-11-27 03:58:37.314,1657,1658,0,0
2022-11-27 04:01:11.030,1658,1659,1,1
2022-11-27 04:01:11.131,1658,1659,0,0
2022-11-27 04:02:21.319,1659,1660,1,1
2022-11-27 04:02:21.435,1659,1660,0,0
2022-11-27 04:03:21.074,1660,1661,1,1
2022-11-27 04:03:21.174,1660,1661,0,0
2022-11-27 04:04:25.983,1661,1662,1,1
2022-11-27 04:04:26.084,1661,1662,0,0
2022-11-27 04:05:26.306,1662,1663,1,1
2022-11-27 04:05:26.421,1662,1663,0,0
2022-11-27 04:07:16.825,1663,1664,1,1
2022-11-27 04:07:16.925,1663,1664,0,0
2022-11-27 04:08:25.812,1664,1665,1,1
2022-11-27 04:08:25.913,1664,1665,0,0
2022-11-27 04:10:09.140,1665,1666,1,1
2022-11-27 04:10:09.240,1665,1666,0,0
2022-11-27 04:11:17.705,1666,1667,1,1
2022-11-27 04:11:17.805,1666,1667,0,0
2022-11-27 04:12:57.097,1667,1668,1,1
2022-11-27 04:12:57.213,1667,1668,0,0
2022-11-27 04:18:55.454,1668,1669,1,1
2022-11-27 04:18:55.554,1668,1669,0,0
2022-11-27 04:20:17.407,1669,1670,1,1
2022-11-27 04:20:17.508,1669,1670,0,0
2022-11-27 04:21:19.248,1670,1671,1,1
2022-11-27 04:21:19.348,1670,1671,0,0
2022-11-27 04:22:11.688,1671,1672,1,1
2022-11-27 04:22:11.788,1671,1672,0,0
2022-11-27 04:23:10.695,1672,1673,1,1
2022-11-27 04:23:10.811,1672,1673,0,0
2022-11-27 04:24:06.927,1673,1674,1,1
2022-11-27 04:24:07.043,1673,1674,0,0
2022-11-27 04:25:03.976,1674,1675,1,1
2022-11-27 04:25:04.092,1674,1675,0,0
2022-11-27 04:26:16.359,1675,1676,1,1
2022-11-27 04:26:16.460,1675,1676,0,0
2022-11-27 04:27:24.538,1676,1677,1,1
2022-11-27 04:27:24.654,1676,1677,0,0
2022-11-27 04:28:24.531,1677,1678,1,1
2022-11-27 04:28:24.632,1677,1678,0,0
2022-11-27 04:29:37.584,1678,1679,1,1
2022-11-27 04:29:37.700,1678,1679,0,0
2022-11-27 04:30:30.633,1679,1680,1,1
2022-11-27 04:30:30.733,1679,1680,0,0
2022-11-27 04:31:30.118,1680,1681,1,1
2022-11-27 04:31:30.241,1680,1681,0,0
2022-11-27 04:32:22.402,1681,1682,1,1
2022-11-27 04:32:22.540,1681,1682,0,0
2022-11-27 04:33:25.005,1682,1683,1,1
2022-11-27 04:33:25.121,1682,1683,0,0
2022-11-27 04:35:30.823,1683,1684,1,1
2022-11-27 04:35:30.939,1683,1684,0,0
2022-11-27 04:36:56.475,1684,1685,1,1
2022-11-27 04:36:56.590,1684,1685,0,0
2022-11-27 04:38:16.344,1685,1686,1,1
2022-11-27 04:38:16.445,1685,1686,0,0
2022-11-27 04:39:12.168,1686,1687,1,1
2022-11-27 04:39:12.291,1686,1687,0,0
2022-11-27 04:40:08.009,1687,1688,1,1
2022-11-27 04:40:08.125,1687,1688,0,0
2022-11-27 04:43:35.592,1688,1689,1,1
2022-11-27 04:43:35.692,1688,1689,0,0
2022-11-27 04:44:38.696,1689,1690,1,1
2022-11-27 04:44:38.812,1689,1690,0,0
2022-11-27 04:45:42.295,1690,1691,1,1
2022-11-27 04:45:42.411,1690,1691,0,0
2022-11-27 04:46:43.972,1691,1692,1,1
2022-11-27 04:46:44.087,1691,1692,0,0
2022-11-27 04:47:36.332,1692,1693,1,1
2022-11-27 04:47:36.455,1692,1693,0,0
2022-11-27 04:48:33.684,1693,1694,1,1
2022-11-27 04:48:33.784,1693,1694,0,0
2022-11-27 04:49:35.462,1694,1695,1,1
2022-11-27 04:49:35.578,1694,1695,0,0
2022-11-27 04:50:51.591,1695,1696,1,1
2022-11-27 04:50:51.691,1695,1696,0,0
2022-11-27 04:52:18.599,1696,1697,1,1
2022-11-27 04:52:18.715,1696,1697,0,0
2022-11-27 04:53:37.392,1697,1698,1,1
2022-11-27 04:53:37.493,1697,1698,0,0
2022-11-27 04:54:52.854,1698,1699,1,1
2022-11-27 04:54:52.992,1698,1699,0,0
2022-11-27 04:56:06.666,1699,1700,1,1
2022-11-27 04:56:06.782,1699,1700,0,0
2022-11-27 04:57:34.029,1700,1701,1,1
2022-11-27 04:57:34.129,1700,1701,0,0
2022-11-27 04:58:53.054,1701,1702,1,1
2022-11-27 04:58:53.093,1701,1702,0,0
2022-11-27 05:00:07.242,1702,1703,1,1
2022-11-27 05:00:07.358,1702,1703,0,0
2022-11-27 05:01:29.573,1703,1704,1,1
2022-11-27 05:01:29.695,1703,1704,0,0
2022-11-27 05:02:59.565,1704,1705,1,1
2022-11-27 05:02:59.681,1704,1705,0,0
2022-11-27 05:04:14.532,1705,1706,1,1
2022-11-27 05:04:14.633,1705,1706,0,0
2022-11-27 05:05:28.003,1706,1707,1,1
2022-11-27 05:05:28.126,1706,1707,0,0
2022-11-27 05:06:30.705,1707,1708,1,1
2022-11-27 05:06:30.806,1707,1708,0,0
2022-11-27 05:10:58.568,1708,1709,1,1
2022-11-27 05:10:58.684,1708,1709,0,0
2022-11-27 05:12:10.441,1709,1710,1,1
2022-11-27 05:12:10.542,1709,1710,0,0
2022-11-27 05:13:20.487,1710,1711,1,1
2022-11-27 05:13:20.587,1710,1711,0,0
2022-11-27 05:14:31.388,1711,1712,1,1
2022-11-27 05:14:31.488,1711,1712,0,0
2022-11-27 05:15:26.985,1712,1713,1,1
2022-11-27 05:15:27.086,1712,1713,0,0
2022-11-27 05:16:21.058,1713,1714,1,1
2022-11-27 05:16:21.174,1713,1714,0,0
2022-11-27 05:17:15.347,1714,1715,1,1
2022-11-27 05:17:15.469,1714,1715,0,0
2022-11-27 05:18:12.118,1715,1716,1,1
2022-11-27 05:18:12.249,1715,1716,0,0
2022-11-27 05:19:08.040,1716,1717,1,1
2022-11-27 05:19:08.156,1716,1717,0,0
2022-11-27 05:20:16.320,1717,1718,1,1
2022-11-27 05:20:16.436,1717,1718,0,0
2022-11-27 05:21:08.757,1718,1719,1,1
2022-11-27 05:21:08.873,1718,1719,0,0
2022-11-27 05:22:14.701,1719,1720,1,1
2022-11-27 05:22:14.802,1719,1720,0,0
2022-11-27 05:23:37.804,1720,1721,1,1
2022-11-27 05:23:37.920,1720,1721,0,0
2022-11-27 05:24:37.256,1721,1722,1,1
2022-11-27 05:24:37.372,1721,1722,0,0
2022-11-27 05:25:37.398,1722,1723,1,1
2022-11-27 05:25:37.514,1722,1723,0,0
2022-11-27 05:26:29.566,1723,1724,1,1
2022-11-27 05:26:29.682,1723,1724,0,0
2022-11-27 05:27:19.096,1724,1725,1,1
2022-11-27 05:27:19.212,1724,1725,0,0
2022-11-27 05:28:11.091,1725,1726,1,1
2022-11-27 05:28:11.192,1725,1726,0,0
2022-11-27 05:29:05.757,1726,1727,1,1
2022-11-27 05:29:05.873,1726,1727,0,0
2022-11-27 05:30:03.440,1727,1728,1,1
2022-11-27 05:30:03.556,1727,1728,0,0
2022-11-27 09:44:03.874,1728,1729,1,1
2022-11-27 09:44:03.990,1728,1729,0,0
2022-11-27 09:45:44.229,1729,1730,1,1
2022-11-27 09:45:44.345,1729,1730,0,0
2022-11-27 09:47:00.529,1730,1731,1,1
2022-11-27 09:47:00.614,1730,1731,0,0
2022-11-27 09:50:11.396,1731,1732,1,1
2022-11-27 09:50:11.512,1731,1732,0,0
2022-11-27 09:52:30.661,1732,1733,1,1
2022-11-27 09:52:30.777,1732,1733,0,0
2022-11-27 09:54:10.536,1733,1734,1,1
2022-11-27 09:54:10.636,1733,1734,0,0
2022-11-27 09:56:10.670,1734,1735,1,1
2022-11-27 09:56:10.786,1734,1735,0,0
2022-11-27 09:57:50.082,1735,1736,1,1
2022-11-27 09:57:50.182,1735,1736,0,0
2022-11-27 09:59:37.432,1736,1737,1,1
2022-11-27 09:59:37.548,1736,1737,0,0
2022-11-27 10:01:27.034,1737,1738,1,1
2022-11-27 10:01:27.150,1737,1738,0,0
2022-11-27 10:02:55.719,1738,1739,1,1
2022-11-27 10:02:55.835,1738,1739,0,0
2022-11-27 10:04:48.451,1739,1740,1,1
2022-11-27 10:04:48.551,1739,1740,0,0
2022-11-27 10:06:43.659,1740,1741,1,1
2022-11-27 10:06:43.775,1740,1741,0,0
2022-11-27 10:08:24.498,1741,1742,1,1
2022-11-27 10:08:24.583,1741,1742,0,0
2022-11-27 10:10:15.032,1742,1743,1,1
2022-11-27 10:10:15.132,1742,1743,0,0
2022-11-27 10:29:00.190,1743,1744,1,1
2022-11-27 10:29:00.290,1743,1744,0,0
2022-11-27 10:30:35.232,1744,1745,1,1
2022-11-27 10:30:35.332,1744,1745,0,0
2022-11-27 10:34:06.523,1745,1746,1,1
2022-11-27 10:34:06.655,1745,1746,0,0
2022-11-27 10:35:58.322,1746,1747,1,1
2022-11-27 10:35:58.438,1746,1747,0,0
2022-11-27 10:39:19.550,1747,1748,1,1
2022-11-27 10:39:19.688,1747,1748,0,0
2022-11-27 10:40:49.890,1748,1749,1,1
2022-11-27 10:40:49.975,1748,1749,0,0
2022-11-27 10:42:17.531,1749,1750,1,1
2022-11-27 10:42:17.632,1749,1750,0,0
2022-11-27 10:43:36.217,1750,1751,1,1
2022-11-27 10:43:36.318,1750,1751,0,0
2022-11-27 10:47:10.654,1751,1752,1,1
2022-11-27 10:47:10.785,1751,1752,0,0
2022-11-27 10:48:57.570,1752,1753,1,1
2022-11-27 10:48:57.686,1752,1753,0,0
2022-11-27 10:57:43.266,1753,1754,1,1
2022-11-27 10:57:43.366,1753,1754,0,0
2022-11-27 10:59:28.113,1754,1755,1,1
2022-11-27 10:59:28.228,1754,1755,0,0
2022-11-27 11:01:08.879,1755,1756,1,1
2022-11-27 11:01:08.994,1755,1756,0,0
2022-11-27 11:06:19.661,1756,1757,1,1
2022-11-27 11:06:19.739,1756,1757,0,0
2022-11-27 11:07:39.841,1757,1758,1,1
2022-11-27 11:07:39.941,1757,1758,0,0
2022-11-27 11:09:02.487,1758,1759,1,1
2022-11-27 11:09:02.587,1758,1759,0,0
2022-11-27 11:10:02.678,1759,1760,1,1
2022-11-27 11:10:02.778,1759,1760,0,0
2022-11-27 11:13:23.348,1760,1761,1,1
2022-11-27 11:13:23.464,1760,1761,0,0
2022-11-27 11:16:23.488,1761,1762,1,1
2022-11-27 11:16:23.604,1761,1762,0,0
2022-11-27 11:17:57.918,1762,1763,1,1
2022-11-27 11:17:58.018,1762,1763,0,0
2022-11-27 11:19:43.057,1763,1764,1,1
2022-11-27 11:19:43.120,1763,1764,0,0
2022-11-27 11:21:48.684,1764,1765,1,1
2022-11-27 11:21:48.784,1764,1765,0,0
2022-11-27 11:23:18.847,1765,1766,1,1
2022-11-27 11:23:18.963,1765,1766,0,0
2022-11-27 11:24:28.398,1766,1767,1,1
2022-11-27 11:24:28.514,1766,1767,0,0
2022-11-27 11:25:29.392,1767,1768,1,1
2022-11-27 11:25:29.493,1767,1768,0,0
2022-11-27 11:26:28.665,1768,1769,1,1
2022-11-27 11:26:28.781,1768,1769,0,0
2022-11-27 11:27:35.282,1769,1770,1,1
2022-11-27 11:27:35.383,1769,1770,0,0
2022-11-27 11:28:46.111,1770,1771,1,1
2022-11-27 11:28:46.233,1770,1771,0,0
2022-11-27 11:29:59.608,1771,1772,1,1
2022-11-27 11:29:59.708,1771,1772,0,0
2022-11-27 11:31:02.144,1772,1773,1,1
2022-11-27 11:31:02.267,1772,1773,0,0
2022-11-27 11:35:31.914,1773,1774,1,1
2022-11-27 11:35:32.030,1773,1774,0,0
2022-11-27 11:38:42.418,1774,1775,1,1
2022-11-27 11:38:42.572,1774,1775,0,0
2022-11-27 11:40:36.903,1775,1776,1,1
2022-11-27 11:40:37.004,1775,1776,0,0
2022-11-27 11:52:15.955,1776,1777,1,1
2022-11-27 11:52:16.055,1776,1777,0,0
2022-11-27 11:54:46.428,1777,1778,1,1
2022-11-27 11:54:46.544,1777,1778,0,0
2022-11-27 11:55:50.510,1778,1779,1,1
2022-11-27 11:55:50.633,1778,1779,0,0
2022-11-27 11:58:41.703,1779,1780,1,1
2022-11-27 11:58:41.804,1779,1780,0,0
2022-11-27 11:59:40.069,1780,1781,1,1
2022-11-27 11:59:40.170,1780,1781,0,0
2022-11-27 12:02:34.535,1781,1782,1,1
2022-11-27 12:02:34.651,1781,1782,0,0
2022-11-27 12:03:49.109,1782,1783,1,1
2022-11-27 12:03:49.209,1782,1783,0,0
2022-11-27 12:04:53.607,1783,1784,1,1
2022-11-27 12:04:53.707,1783,1784,0,0
2022-11-27 12:05:57.320,1784,1785,1,1
2022-11-27 12:05:57.435,1784,1785,0,0
2022-11-27 12:07:00.938,1785,1786,1,1
2022-11-27 12:07:01.038,1785,1786,0,0
2022-11-27 12:08:13.211,1786,1787,1,1
2022-11-27 12:08:13.327,1786,1787,0,0
2022-11-27 12:09:28.340,1787,1788,1,1
2022-11-27 12:09:28.440,1787,1788,0,0
2022-11-27 12:10:26.782,1788,1789,1,1
2022-11-27 12:10:26.883,1788,1789,0,0
2022-11-27 12:11:32.806,1789,1790,1,1
2022-11-27 12:11:32.953,1789,1790,0,0
2022-11-27 12:12:29.272,1790,1791,1,1
2022-11-27 12:12:29.388,1790,1791,0,0
2022-11-27 12:13:36.547,1791,1792,1,1
2022-11-27 12:13:36.663,1791,1792,0,0
2022-11-27 12:14:37.441,1792,1793,1,1
2022-11-27 12:14:37.556,1792,1793,0,0
2022-11-27 12:25:32.863,1793,1794,1,1
2022-11-27 12:25:33.010,1793,1794,0,0
2022-11-27 12:26:59.849,1794,1795,1,1
2022-11-27 12:26:59.987,1794,1795,0,0
2022-11-27 12:28:06.392,1795,1796,1,1
2022-11-27 12:28:06.508,1795,1796,0,0
2022-11-27 12:29:12.296,1796,1797,1,1
2022-11-27 12:29:12.412,1796,1797,0,0
2022-11-27 12:30:18.647,1797,1798,1,1
2022-11-27 12:30:18.763,1797,1798,0,0
2022-11-27 12:33:43.131,1798,1799,1,1
2022-11-27 12:33:43.253,1798,1799,0,0
2022-11-27 12:35:20.742,1799,1800,1,1
2022-11-27 12:35:20.843,1799,1800,0,0
2022-11-27 12:38:58.449,1800,1801,1,1
2022-11-27 12:38:58.550,1800,1801,0,0
2022-11-27 12:40:26.630,1801,1802,1,1
2022-11-27 12:40:26.723,1801,1802,0,0
2022-11-27 12:43:20.159,1802,1803,1,1
2022-11-27 12:43:20.297,1802,1803,0,0
2022-11-27 12:45:31.063,1803,1804,1,1
2022-11-27 12:45:31.163,1803,1804,0,0
2022-11-27 12:46:58.158,1804,1805,1,1
2022-11-27 12:46:58.242,1804,1805,0,0
2022-11-27 12:50:34.797,1805,1806,1,1
2022-11-27 12:50:34.898,1805,1806,0,0
2022-11-27 12:52:51.007,1806,1807,1,1
2022-11-27 12:52:51.091,1806,1807,0,0
2022-11-27 12:54:50.514,1807,1808,1,1
2022-11-27 12:54:50.614,1807,1808,0,0
2022-11-27 12:57:20.825,1808,1809,1,1
2022-11-27 12:57:20.940,1808,1809,0,0
2022-11-30 09:35:24.111,1809,1810,1,1
2022-11-30 09:35:24.211,1809,1810,0,0
2022-11-30 09:38:15.731,1810,1811,1,1
2022-11-30 09:38:15.847,1810,1811,0,0
2022-11-30 09:41:06.519,1811,1812,1,1
2022-11-30 09:41:06.619,1811,1812,0,0
2022-11-30 09:43:37.213,1812,1813,1,1
2022-11-30 09:43:37.328,1812,1813,0,0
2022-11-30 09:44:47.364,1813,1814,1,1
2022-11-30 09:44:47.480,1813,1814,0,0
2022-11-30 09:48:43.707,1814,1815,1,1
2022-11-30 09:48:43.830,1814,1815,0,0
2022-11-30 09:50:06.787,1815,1816,1,1
2022-11-30 09:50:06.903,1815,1816,0,0
2022-11-30 09:51:31.943,1816,1817,1,1
2022-11-30 09:51:32.065,1816,1817,0,0
2022-11-30 09:52:50.964,1817,1818,1,1
2022-11-30 09:52:51.065,1817,1818,0,0
2022-11-30 09:54:47.420,1818,1819,1,1
2022-11-30 09:54:47.542,1818,1819,0,0
2022-11-30 09:56:27.403,1819,1820,1,1
2022-11-30 09:56:27.519,1819,1820,0,0
2022-11-30 09:58:07.836,1820,1821,1,1
2022-11-30 09:58:07.942,1820,1821,0,0
2022-11-30 09:59:35.355,1821,1822,1,1
2022-11-30 09:59:35.463,1821,1822,0,0
2022-11-30 10:02:08.150,1822,1823,1,1
2022-11-30 10:02:08.259,1822,1823,0,0
2022-11-30 10:03:23.247,1823,1824,1,1
2022-11-30 10:03:23.364,1823,1824,0,0
2022-11-30 10:04:53.849,1824,1825,1,1
2022-11-30 10:04:53.946,1824,1825,0,0
2022-11-30 10:06:21.270,1825,1826,1,1
2022-11-30 10:06:21.376,1825,1826,0,0
2022-11-30 10:07:39.458,1826,1827,1,1
2022-11-30 10:07:39.568,1826,1827,0,0
2022-11-30 10:09:41.649,1827,1828,1,1
2022-11-30 10:09:41.757,1827,1828,0,0
2022-11-30 10:11:20.574,1828,1829,1,1
2022-11-30 10:11:20.687,1828,1829,0,0
2022-11-30 10:17:15.328,1829,1830,1,1
2022-11-30 10:17:15.439,1829,1830,0,0
2022-11-30 10:19:39.828,1830,1831,1,1
2022-11-30 10:19:39.878,1830,1831,0,0
2022-11-30 10:21:07.166,1831,1832,1,1
2022-11-30 10:21:07.283,1831,1832,0,0
2022-11-30 10:23:20.821,1832,1833,1,1
2022-11-30 10:23:20.921,1832,1833,0,0
2022-11-30 10:24:36.527,1833,1834,1,1
2022-11-30 10:24:36.635,1833,1834,0,0
2022-11-30 10:25:59.037,1834,1835,1,1
2022-11-30 10:25:59.156,1834,1835,0,0
2022-11-30 10:28:10.214,1835,1836,1,1
2022-11-30 10:28:10.335,1835,1836,0,0
2022-11-30 10:29:56.252,1836,1837,1,1
2022-11-30 10:29:56.352,1836,1837,0,0
2022-11-30 10:31:24.642,1837,1838,1,1
2022-11-30 10:31:24.742,1837,1838,0,0
2022-11-30 10:32:44.601,1838,1839,1,1
2022-11-30 10:32:44.701,1838,1839,0,0
2022-11-30 10:34:30.176,1839,1840,1,1
2022-11-30 10:34:30.276,1839,1840,0,0
2022-11-30 10:35:35.509,1840,1841,1,1
2022-11-30 10:35:35.625,1840,1841,0,0
2022-11-30 10:37:08.254,1841,1842,1,1
2022-11-30 10:37:08.370,1841,1842,0,0
2022-11-30 10:38:17.867,1842,1843,1,1
2022-11-30 10:38:17.983,1842,1843,0,0
2022-11-30 10:39:49.128,1843,1844,1,1
2022-11-30 10:39:49.229,1843,1844,0,0
2022-11-30 10:41:55.466,1844,1845,1,1
2022-11-30 10:41:55.582,1844,1845,0,0
2022-11-30 10:43:35.815,1845,1846,1,1
2022-11-30 10:43:35.915,1845,1846,0,0
2022-11-30 10:45:56.002,1846,1847,1,1
2022-11-30 10:45:56.102,1846,1847,0,0
2022-11-30 10:48:09.009,1847,1848,1,1
2022-11-30 10:48:09.125,1847,1848,0,0
2022-11-30 10:49:26.510,1848,1849,1,1
2022-11-30 10:49:26.626,1848,1849,0,0
2022-11-30 10:58:29.726,1849,1850,1,1
2022-11-30 10:58:29.842,1849,1850,0,0
2022-11-30 11:02:51.847,1850,1851,1,1
2022-11-30 11:02:51.947,1850,1851,0,0
2022-11-30 11:04:52.206,1851,1852,1,1
2022-11-30 11:04:52.337,1851,1852,0,0
2022-11-30 11:06:02.818,1852,1853,1,1
2022-11-30 11:06:02.934,1852,1853,0,0
2022-11-30 11:07:24.634,1853,1854,1,1
2022-11-30 11:07:24.749,1853,1854,0,0
2022-11-30 11:08:38.680,1854,1855,1,1
2022-11-30 11:08:38.796,1854,1855,0,0
2022-11-30 11:11:25.106,1855,1856,1,1
2022-11-30 11:11:25.222,1855,1856,0,0
2022-11-30 11:12:43.111,1856,1857,1,1
2022-11-30 11:12:43.142,1856,1857,0,0
2022-11-30 11:14:09.578,1857,1858,1,1
2022-11-30 11:14:09.694,1857,1858,0,0
2022-11-30 11:15:34.553,1858,1859,1,1
2022-11-30 11:15:34.669,1858,1859,0,0
2022-11-30 11:17:48.795,1859,1860,1,1
2022-11-30 11:17:48.895,1859,1860,0,0
2022-11-30 11:19:08.128,1860,1861,1,1
2022-11-30 11:19:08.228,1860,1861,0,0
2022-11-30 11:21:26.015,1861,1862,1,1
2022-11-30 11:21:26.115,1861,1862,0,0
2022-11-30 11:22:44.093,1862,1863,1,1
2022-11-30 11:22:44.194,1862,1863,0,0
2022-11-30 11:24:12.528,1863,1864,1,1
2022-11-30 11:24:12.675,1863,1864,0,0
2022-11-30 11:26:12.320,1864,1865,1,1
2022-11-30 11:26:12.458,1864,1865,0,0
2022-11-30 11:27:52.423,1865,1866,1,1
2022-11-30 11:27:52.577,1865,1866,0,0
